transaction_id,amount,reason_code,merchant_category,days_since_transaction,account_age_days,previous_chargebacks_count,customer_communication_count,has_delivery_confirmation,has_signed_receipt,refund_already_issued,avs_match,cvv_match,won_dispute
TXN101086,92.77,subscription_cancelled,subscription,49,1852,1,0,0,0,0,1,0,1
TXN101087,60.94,subscription_cancelled,digital_goods,54,1624,1,0,0,1,0,1,1,1
TXN101088,379.02,product_unacceptable,electronics,64,69,1,1,1,1,0,1,0,0
TXN101089,253.3,product_unacceptable,digital_goods,91,2187,0,1,1,1,0,1,1,1
TXN101090,179.12,product_not_received,travel,14,1224,0,1,1,1,0,1,1,1
TXN101091,75.02,duplicate_charge,apparel,113,400,0,1,1,0,0,1,1,1
TXN101092,386.47,product_not_received,subscription,32,2185,0,3,1,1,0,1,1,1
TXN101093,66.89,product_not_received,general,63,2260,0,3,1,1,0,0,1,1
TXN101094,54.54,duplicate_charge,apparel,26,1241,1,3,1,0,0,1,1,1
TXN101095,147.5,product_not_received,apparel,43,1653,1,2,0,0,0,1,1,1
TXN101096,238.29,fraud,electronics,100,1526,1,1,0,0,0,0,1,0
TXN101097,112.93,subscription_cancelled,subscription,6,758,0,1,1,1,0,1,1,1
TXN101098,166.88,credit_not_processed,digital_goods,58,1870,0,6,1,0,0,1,0,1
TXN101099,92.45,fraud,apparel,70,2494,1,1,1,0,0,0,1,1
TXN101100,101.06,fraud,apparel,68,2335,0,2,1,0,0,1,1,0
TXN101101,470.94,product_not_received,electronics,46,1717,1,0,0,1,0,0,1,1
TXN101102,137.29,subscription_cancelled,digital_goods,45,900,0,1,1,0,0,1,0,1
TXN101103,370.22,subscription_cancelled,subscription,109,2271,0,1,1,0,0,1,1,1
TXN101104,30.54,fraud,apparel,29,2318,3,4,1,1,0,1,1,0
TXN101105,308.52,subscription_cancelled,electronics,58,13,0,0,0,1,1,1,1,1
TXN101106,78.14,fraud,digital_goods,44,846,1,1,1,0,0,1,1,1
TXN101107,257.55,product_not_received,subscription,92,1380,0,2,1,0,0,1,1,0
TXN101108,77.6,credit_not_processed,digital_goods,96,1444,1,2,1,0,0,1,0,0
TXN101109,106.9,fraud,apparel,101,1781,0,3,1,0,0,1,1,1
TXN101110,59.37,fraud,electronics,11,1284,1,2,0,0,0,1,1,1
TXN101111,260.98,product_not_received,subscription,12,34,1,4,0,0,0,0,1,0
TXN101112,289.73,duplicate_charge,general,45,414,0,1,1,1,1,0,1,0
TXN101113,80.29,credit_not_processed,subscription,53,1906,1,1,1,1,1,1,1,1
TXN101114,38.51,credit_not_processed,travel,8,1733,1,0,1,1,0,1,1,1
TXN101115,366.69,fraud,subscription,107,1628,0,2,1,1,1,1,1,1
TXN101116,88.44,fraud,digital_goods,107,1102,0,4,0,0,0,1,1,0
TXN101117,131.89,subscription_cancelled,electronics,51,686,0,0,0,0,0,1,1,1
TXN101118,68.71,product_not_received,digital_goods,92,770,2,3,0,1,0,1,1,1
TXN101119,243.8,credit_not_processed,subscription,68,1722,1,1,0,1,1,1,1,0
TXN101120,248.07,duplicate_charge,travel,79,1260,1,0,0,0,1,1,1,0
TXN101121,407.71,fraud,general,104,327,1,3,1,0,0,1,1,0
TXN101122,314.68,subscription_cancelled,general,11,998,0,1,1,1,0,1,0,1
TXN101123,300.09,fraud,apparel,28,2060,1,1,1,0,0,1,1,0
TXN101124,141.29,product_not_received,electronics,51,1497,1,3,1,1,0,0,1,1
TXN101125,128.42,product_unacceptable,apparel,107,2165,0,2,0,0,0,1,1,1
TXN101126,241.44,product_unacceptable,general,71,1271,1,4,1,0,0,1,1,0
TXN101127,135.37,duplicate_charge,subscription,48,1213,1,1,0,0,0,1,0,1
TXN101128,322.01,duplicate_charge,electronics,4,2373,0,2,0,0,0,1,1,1
TXN101129,65.05,credit_not_processed,electronics,71,1268,0,2,0,1,0,0,1,1
TXN101130,29.94,credit_not_processed,travel,33,337,3,2,0,0,0,1,1,0
TXN101131,221.97,product_unacceptable,travel,40,1005,1,0,1,0,1,1,1,0
TXN101132,97.66,fraud,general,119,1619,1,3,1,0,0,1,1,1
TXN101133,56.78,subscription_cancelled,subscription,63,863,0,0,1,0,0,1,1,1
TXN101134,579.52,credit_not_processed,apparel,17,1025,0,1,1,0,0,1,1,1
TXN101135,151.37,product_not_received,electronics,6,2182,1,2,1,0,1,1,1,0
TXN101136,45.87,product_unacceptable,travel,47,1087,0,4,1,0,1,1,1,1
TXN101137,88.5,product_not_received,travel,8,762,2,3,1,1,0,1,0,1
TXN101138,120.19,fraud,general,52,269,0,2,1,1,0,1,1,0
TXN101139,218.73,duplicate_charge,travel,50,1007,0,1,1,0,0,1,1,1
TXN101140,88.87,product_not_received,travel,105,1916,0,1,1,1,0,1,0,0
TXN101141,133.41,subscription_cancelled,apparel,40,749,0,1,1,1,0,1,1,1
TXN101142,183.64,subscription_cancelled,electronics,33,1176,0,1,0,1,0,1,1,1
TXN101143,209.02,subscription_cancelled,general,74,1641,0,1,1,1,1,0,1,0
TXN101144,140.93,product_not_received,subscription,77,2319,0,2,1,0,0,0,1,1
TXN101145,466.02,product_not_received,electronics,5,2035,0,1,1,0,0,1,1,1
TXN101146,245.62,subscription_cancelled,subscription,10,715,0,1,0,1,0,0,1,0
TXN101147,236.2,subscription_cancelled,digital_goods,20,410,0,3,0,1,0,1,0,1
TXN101148,230.18,product_unacceptable,digital_goods,93,1676,0,1,0,0,0,1,1,0
TXN101149,323.69,credit_not_processed,general,25,636,0,1,1,0,0,0,1,1
TXN101150,174.82,fraud,general,119,981,0,0,1,0,1,1,1,1
TXN101151,64.13,credit_not_processed,apparel,53,260,1,0,1,0,0,1,1,1
TXN101152,201.96,fraud,apparel,112,1935,0,3,1,1,1,0,1,0
TXN101153,220.52,fraud,subscription,30,400,1,2,0,0,0,1,1,1
TXN101154,358.23,product_unacceptable,general,51,951,1,1,1,1,0,1,0,1
TXN101155,58.66,fraud,electronics,17,1017,0,2,1,1,0,1,1,1
TXN101156,71.74,fraud,general,101,106,0,1,0,0,0,1,1,1
TXN101157,155.06,fraud,digital_goods,72,1939,0,0,1,1,1,1,1,0
TXN101158,234.8,product_not_received,travel,10,1546,0,1,1,0,0,1,1,1
TXN101159,49.54,subscription_cancelled,electronics,89,1354,1,1,1,0,0,1,1,1
TXN101160,60.07,fraud,subscription,106,444,0,1,1,0,0,1,1,1
TXN101161,274.74,duplicate_charge,subscription,82,133,1,1,0,0,0,1,1,1
TXN101162,51.39,subscription_cancelled,travel,97,139,0,2,1,1,0,1,1,1
TXN101163,72.59,fraud,subscription,33,1562,1,1,1,0,0,0,1,1
TXN101164,286.81,fraud,general,52,1869,0,1,0,1,0,1,1,1
TXN101165,232.4,credit_not_processed,general,102,1988,0,3,1,0,0,1,1,1
TXN101166,89.63,subscription_cancelled,subscription,73,2000,0,0,1,1,0,1,1,0
TXN101167,213.92,product_unacceptable,general,73,983,1,1,0,1,0,1,1,0
TXN101168,185.7,subscription_cancelled,subscription,92,3,1,2,0,1,0,0,1,1
TXN101169,136.79,fraud,subscription,74,612,1,1,0,0,0,0,1,1
TXN101170,110.72,product_not_received,travel,16,1967,1,3,0,0,0,1,1,0
TXN101171,207.97,subscription_cancelled,subscription,26,1909,2,1,1,1,0,1,1,1
TXN101172,55.5,product_not_received,electronics,93,1268,0,2,0,1,0,1,1,0
TXN101173,206.28,subscription_cancelled,travel,29,59,0,1,1,1,0,1,1,1
TXN101174,173.42,product_unacceptable,digital_goods,80,1941,0,2,1,0,0,1,0,0
TXN101175,182.61,subscription_cancelled,general,57,2038,0,1,0,0,0,1,1,1
TXN101176,69.92,product_unacceptable,electronics,74,567,0,2,1,0,0,1,1,1
TXN101177,364.28,product_not_received,travel,29,2010,2,4,0,0,0,1,1,1
TXN101178,89.89,fraud,apparel,37,1599,0,3,1,1,0,1,1,1
TXN101179,101.72,fraud,general,82,2219,0,1,0,0,0,1,1,0
TXN101180,132.71,subscription_cancelled,general,21,1566,2,2,0,0,0,1,0,0
TXN101181,232.02,fraud,apparel,37,223,0,3,1,0,0,1,1,1
TXN101182,178.65,fraud,general,119,1617,0,1,1,1,0,0,1,1
TXN101183,37.2,fraud,digital_goods,19,269,0,0,1,0,0,1,1,1
TXN101184,149.75,fraud,general,69,646,2,1,1,0,0,0,1,1
TXN101185,159.18,subscription_cancelled,subscription,19,2181,0,1,1,1,1,1,1,1
TXN101186,370.22,product_not_received,electronics,85,2420,0,3,0,1,0,1,1,1
TXN101187,118.65,credit_not_processed,apparel,16,1188,0,2,1,0,0,1,1,1
TXN101188,218.1,fraud,digital_goods,69,727,1,1,1,0,0,0,1,0
TXN101189,756.31,duplicate_charge,apparel,53,980,0,3,1,0,0,1,0,1
TXN101190,328.51,product_unacceptable,electronics,83,605,2,3,1,1,0,1,1,1
TXN101191,66.68,product_not_received,general,1,1433,0,0,1,0,0,1,1,1
TXN101192,253.86,credit_not_processed,general,62,1052,3,0,1,0,0,1,1,1
TXN101193,206.9,credit_not_processed,digital_goods,65,146,0,0,1,0,1,0,1,0
TXN101194,115.63,credit_not_processed,apparel,29,1525,0,2,0,0,0,1,1,1
TXN101195,255.9,fraud,apparel,36,1609,1,5,1,1,0,1,1,1
TXN101196,65.83,product_not_received,general,85,1667,0,2,0,1,0,1,1,1
TXN101197,91.38,duplicate_charge,apparel,66,2362,2,0,1,0,0,1,1,1
TXN101198,133.78,product_not_received,electronics,69,1760,0,3,1,0,0,1,1,1
TXN101199,111.48,subscription_cancelled,digital_goods,112,1689,0,2,0,0,0,1,1,0
TXN101200,237.09,product_unacceptable,digital_goods,49,529,0,2,1,0,0,0,0,1
TXN101201,146.69,product_unacceptable,travel,104,1161,1,5,0,0,1,0,0,0
TXN101202,102.87,subscription_cancelled,digital_goods,116,1086,3,0,0,0,0,1,1,1
TXN101203,324.85,duplicate_charge,general,69,2402,0,3,1,1,0,0,1,1
TXN101204,230.9,fraud,travel,26,1185,0,1,1,1,0,1,0,1
TXN101205,44.19,fraud,general,50,1721,1,0,1,1,0,1,1,1
TXN101206,43.41,duplicate_charge,digital_goods,6,1351,1,1,1,0,0,1,1,1
TXN101207,103.45,product_unacceptable,travel,84,142,0,3,1,1,1,1,1,1
TXN101208,49.27,product_not_received,digital_goods,33,2339,0,1,0,0,0,1,1,1
TXN101209,290.54,product_not_received,subscription,110,1675,1,2,1,1,0,1,1,1
TXN101210,94.94,subscription_cancelled,subscription,78,575,0,0,1,0,0,0,1,1
TXN101211,217.91,subscription_cancelled,apparel,59,149,0,2,1,1,0,1,1,1
TXN101212,251.42,product_unacceptable,general,23,2342,1,4,1,0,0,1,1,1
TXN101213,26.21,product_not_received,general,12,768,0,2,0,0,0,1,1,1
TXN101214,98.45,product_not_received,general,81,42,0,1,1,0,0,1,1,1
TXN101215,129.19,product_unacceptable,apparel,92,1539,0,0,1,0,0,1,1,0
TXN101216,184.39,product_not_received,subscription,32,40,0,0,0,1,1,0,1,0
TXN101217,279.52,product_unacceptable,electronics,2,539,0,4,1,1,0,1,1,1
TXN101218,596.43,duplicate_charge,electronics,39,2233,0,1,1,1,0,1,1,1
TXN101219,435.91,fraud,general,91,95,2,3,0,1,0,1,1,0
TXN101220,145.39,fraud,electronics,70,1880,1,0,1,0,0,1,0,0
TXN101221,144.1,fraud,general,11,1544,0,1,1,1,0,1,1,1
TXN101222,406.21,credit_not_processed,digital_goods,14,764,2,2,0,1,1,1,1,0
TXN101223,151.39,duplicate_charge,apparel,13,714,0,0,0,0,0,1,1,1
TXN101224,96.68,fraud,electronics,91,1187,0,3,1,0,0,1,1,0
TXN101225,293.78,credit_not_processed,subscription,94,1332,0,3,1,0,0,0,1,1
TXN101226,190.86,product_unacceptable,subscription,49,2225,0,3,1,1,0,1,1,1
TXN101227,42.8,product_unacceptable,digital_goods,83,652,0,2,1,1,0,1,1,0
TXN101228,119.46,credit_not_processed,subscription,3,1475,1,1,1,0,0,1,1,1
TXN101229,50.66,fraud,apparel,67,1716,0,0,1,1,0,1,0,1
TXN101230,13.46,fraud,travel,33,31,1,0,0,1,0,1,1,1
TXN101231,475.95,duplicate_charge,apparel,98,2239,0,1,1,0,0,1,1,1
TXN101232,166.03,fraud,travel,59,2479,0,3,0,1,0,1,1,1
TXN101233,122.93,duplicate_charge,electronics,102,216,0,2,1,1,0,1,1,1
TXN101234,102.82,fraud,digital_goods,67,654,0,3,0,0,0,1,1,1
TXN101235,153.52,fraud,travel,55,1965,0,4,0,0,0,1,1,1
TXN101236,101.79,fraud,travel,113,2023,1,3,1,1,0,1,1,0
TXN101237,67.72,product_not_received,digital_goods,119,390,2,3,0,0,0,1,1,0
TXN101238,106.61,fraud,travel,55,2293,0,3,1,0,0,1,1,0
TXN101239,380.11,fraud,travel,43,823,1,2,1,1,0,1,1,1
TXN101240,289.26,credit_not_processed,apparel,77,733,0,2,1,0,0,1,1,1
TXN101241,106.72,product_not_received,apparel,21,893,0,1,0,0,0,0,1,1
TXN101242,507.82,product_not_received,travel,46,1678,1,2,0,1,0,1,1,1
TXN101243,144.1,fraud,general,101,515,0,2,1,1,0,1,1,0
TXN101244,81.03,product_not_received,subscription,107,1357,0,2,1,0,0,1,1,1
TXN101245,196.94,product_not_received,travel,50,188,1,2,0,0,0,0,1,0
TXN101246,420.39,duplicate_charge,general,47,367,1,0,0,0,0,1,1,0
TXN101247,368.21,fraud,general,105,1921,0,0,1,0,0,1,1,1
TXN101248,84.36,credit_not_processed,travel,25,959,0,4,0,1,1,1,1,0
TXN101249,56.61,credit_not_processed,electronics,8,1984,0,3,1,0,0,1,1,1
TXN101250,114.48,fraud,travel,9,1844,0,2,0,0,0,1,1,1
TXN101251,220.72,fraud,travel,14,2492,1,3,1,1,0,1,1,1
TXN101252,263.52,fraud,apparel,105,343,1,1,1,1,0,1,1,1
TXN101253,334.0,duplicate_charge,general,5,2336,0,3,0,1,1,1,1,0
TXN101254,172.72,fraud,general,40,2229,0,1,1,0,1,1,1,1
TXN101255,176.85,subscription_cancelled,apparel,72,1086,1,1,0,0,0,0,1,1
TXN101256,168.14,subscription_cancelled,digital_goods,73,338,0,1,1,1,0,1,1,1
TXN101257,305.39,subscription_cancelled,apparel,99,333,0,1,1,1,0,0,1,1
TXN101258,266.7,product_unacceptable,apparel,117,1276,0,0,0,1,0,1,1,1
TXN101259,81.9,credit_not_processed,apparel,48,26,0,4,1,0,1,1,1,0
TXN101260,244.76,fraud,digital_goods,28,239,1,3,1,1,0,1,1,1
TXN101261,292.23,product_not_received,apparel,11,1328,1,2,1,1,0,1,1,1
TXN101262,308.1,product_not_received,electronics,107,1407,2,0,1,0,0,1,1,0
TXN101263,191.01,credit_not_processed,digital_goods,45,2151,2,2,1,0,0,1,1,1
TXN101264,183.66,product_unacceptable,travel,107,2436,0,2,0,0,0,1,1,0
TXN101265,148.79,subscription_cancelled,apparel,42,669,0,4,1,1,0,0,1,1
TXN101266,160.45,fraud,travel,90,825,0,2,0,0,0,0,1,0
TXN101267,457.56,credit_not_processed,apparel,77,497,0,1,1,0,0,1,1,1
TXN101268,164.42,product_unacceptable,subscription,85,561,0,2,1,1,0,0,1,1
TXN101269,87.34,product_unacceptable,travel,78,1097,1,2,0,1,0,1,1,1
TXN101270,193.9,credit_not_processed,general,37,2482,0,1,1,0,0,1,1,1
TXN101271,259.98,product_not_received,electronics,13,2233,0,1,1,1,0,1,1,1
TXN101272,299.56,product_not_received,general,2,2282,1,2,0,0,0,0,1,0
TXN101273,67.06,duplicate_charge,digital_goods,51,1129,0,0,1,0,0,1,1,1
TXN101274,397.34,fraud,electronics,107,1643,0,4,1,1,0,1,1,1
TXN101275,253.35,product_not_received,subscription,77,1806,1,0,0,1,0,1,1,1
TXN101276,382.64,fraud,apparel,81,607,0,0,1,1,0,1,0,0
TXN101277,47.58,fraud,apparel,31,1156,0,2,1,1,0,1,1,1
TXN101278,316.01,credit_not_processed,general,58,1375,0,3,0,1,0,0,1,1
TXN101279,64.35,duplicate_charge,apparel,49,932,1,4,1,1,0,1,1,1
TXN101280,124.94,product_not_received,travel,17,1182,1,2,1,1,0,0,1,1
TXN101281,259.02,product_not_received,apparel,74,1102,1,3,0,1,0,0,1,1
TXN101282,59.1,product_not_received,electronics,44,152,1,2,1,0,0,1,1,1
TXN101283,101.17,duplicate_charge,electronics,48,1921,0,0,1,1,0,1,1,0
TXN101284,46.8,credit_not_processed,electronics,72,2251,0,0,1,0,0,1,1,1
TXN101285,254.35,credit_not_processed,digital_goods,4,1886,1,1,1,1,0,1,1,1
TXN101286,80.78,product_not_received,digital_goods,112,2334,0,0,0,0,0,1,1,1
TXN101287,156.84,product_not_received,electronics,27,1079,0,2,0,0,0,0,1,1
TXN101288,207.17,product_unacceptable,digital_goods,81,139,0,2,1,1,0,1,1,1
TXN101289,192.33,product_unacceptable,apparel,93,669,0,1,1,1,0,1,1,1
TXN101290,180.12,product_unacceptable,travel,19,2134,1,0,1,0,0,1,1,0
TXN101291,179.87,duplicate_charge,general,30,347,0,1,1,0,0,1,0,1
TXN101292,49.63,product_unacceptable,subscription,50,1367,0,0,1,0,0,1,1,1
TXN101293,130.21,product_not_received,general,98,3,0,2,1,1,0,1,1,1
TXN101294,178.72,product_not_received,apparel,76,809,1,3,0,0,0,1,1,0
TXN101295,165.07,product_not_received,apparel,56,283,1,3,1,1,0,1,1,1
TXN101296,141.74,fraud,subscription,102,283,0,1,0,1,1,1,1,0
TXN101297,89.91,fraud,apparel,57,411,0,2,0,0,0,1,1,0
TXN101298,189.38,subscription_cancelled,general,106,1345,1,2,0,0,0,1,1,1
TXN101299,214.79,product_not_received,digital_goods,92,1724,0,2,1,1,0,1,1,1
TXN101300,111.95,fraud,apparel,21,720,1,2,1,1,0,1,1,1
TXN101301,300.96,product_unacceptable,general,46,2044,0,2,0,0,0,1,1,1
TXN101302,402.81,subscription_cancelled,travel,3,979,0,0,1,0,0,1,1,1
TXN101303,159.12,product_not_received,subscription,29,1842,1,2,1,1,0,1,1,1
TXN101304,83.38,subscription_cancelled,digital_goods,3,1324,0,1,1,0,0,1,1,1
TXN101305,58.47,credit_not_processed,electronics,13,1808,0,3,0,0,0,1,1,1
TXN101306,123.57,duplicate_charge,subscription,1,2446,0,3,0,0,0,1,1,0
TXN101307,150.71,duplicate_charge,electronics,80,2485,0,0,0,0,0,0,0,1
TXN101308,55.83,fraud,travel,49,1467,1,3,1,1,0,1,0,1
TXN101309,120.71,credit_not_processed,digital_goods,56,2406,1,0,1,1,0,1,1,1
TXN101310,290.49,product_not_received,subscription,91,1753,2,0,0,1,0,1,1,1
TXN101311,22.35,credit_not_processed,general,97,672,0,0,0,0,0,1,1,0
TXN101312,166.45,product_unacceptable,digital_goods,64,2338,0,0,1,0,0,0,1,0
TXN101313,100.69,fraud,general,55,362,0,1,1,0,0,1,1,1
TXN101314,154.15,fraud,electronics,78,1170,0,2,0,1,0,1,0,1
TXN101315,417.03,duplicate_charge,electronics,50,383,1,2,1,0,0,1,1,1
TXN101316,148.9,product_unacceptable,general,53,1961,0,0,1,1,0,1,1,1
TXN101317,133.49,fraud,travel,36,2239,1,1,1,0,1,0,1,0
TXN101318,243.32,subscription_cancelled,digital_goods,23,2046,0,1,1,0,0,1,1,1
TXN101319,191.21,subscription_cancelled,electronics,24,255,0,1,1,0,0,1,1,1
TXN101320,166.96,product_unacceptable,apparel,78,677,0,1,1,0,0,1,1,1
TXN101321,196.09,product_unacceptable,subscription,99,850,0,1,1,0,0,1,1,1
TXN101322,344.22,fraud,subscription,51,289,0,0,0,0,0,1,1,1
TXN101323,278.03,subscription_cancelled,general,12,1325,0,3,0,0,1,0,1,0
TXN101324,126.72,product_not_received,digital_goods,73,85,0,2,0,0,0,0,1,1
TXN101325,402.64,credit_not_processed,digital_goods,108,1533,1,1,0,0,0,1,1,1
TXN101326,105.54,product_not_received,electronics,63,1436,1,3,1,1,0,1,1,1
TXN101327,166.46,product_unacceptable,electronics,4,1489,0,1,0,1,0,1,1,1
TXN101328,180.34,product_not_received,digital_goods,10,2282,0,2,1,0,0,1,1,1
TXN101329,122.23,fraud,travel,63,1966,1,0,1,0,1,1,1,1
TXN101330,374.53,subscription_cancelled,electronics,103,649,0,1,1,1,0,1,1,1
TXN101331,117.66,product_unacceptable,digital_goods,7,1429,2,1,0,1,1,1,1,0
TXN101332,140.45,product_unacceptable,travel,90,2006,1,1,0,1,0,1,1,1
TXN101333,305.53,credit_not_processed,subscription,93,2127,1,1,0,0,0,1,1,0
TXN101334,108.59,credit_not_processed,general,7,1607,1,0,1,1,0,1,1,1
TXN101335,53.84,subscription_cancelled,digital_goods,26,211,0,0,0,1,0,1,1,0
TXN101336,169.89,fraud,digital_goods,1,1086,0,1,0,0,0,0,1,0
TXN101337,68.37,duplicate_charge,general,68,2147,1,0,0,0,0,1,1,1
TXN101338,62.16,credit_not_processed,subscription,21,184,1,2,1,1,0,1,0,1
TXN101339,22.86,product_not_received,apparel,110,1475,0,1,1,1,1,1,1,0
TXN101340,25.97,fraud,subscription,11,1351,0,1,1,0,0,1,1,1
TXN101341,27.91,subscription_cancelled,electronics,78,557,0,1,0,1,0,1,1,1
TXN101342,437.52,product_unacceptable,digital_goods,94,860,1,1,0,0,0,0,1,0
TXN101343,27.8,product_unacceptable,apparel,22,2444,0,1,1,1,0,1,1,1
TXN101344,66.94,credit_not_processed,general,31,1489,0,2,0,0,0,1,1,0
TXN101345,142.2,duplicate_charge,electronics,95,2349,0,0,0,0,0,1,1,1
TXN101346,236.02,product_not_received,general,12,1178,1,2,1,0,0,1,0,1
TXN101347,252.73,product_not_received,apparel,53,2114,1,2,1,0,0,0,1,1
TXN101348,83.42,product_not_received,electronics,30,1549,1,0,1,1,0,1,1,1
TXN101349,164.29,fraud,travel,2,2278,1,2,1,1,1,1,1,1
TXN101350,139.16,subscription_cancelled,subscription,54,816,1,0,0,0,0,0,1,0
TXN101351,157.62,subscription_cancelled,electronics,58,955,1,0,0,0,0,1,1,1
TXN101352,173.03,product_not_received,electronics,42,101,0,1,0,0,1,0,1,1
TXN101353,206.69,product_not_received,electronics,97,569,1,3,0,0,0,0,1,0
TXN101354,99.23,credit_not_processed,digital_goods,12,346,0,3,1,0,1,1,1,1
TXN101355,118.34,fraud,electronics,52,457,1,5,1,0,1,0,1,0
TXN101356,579.87,product_unacceptable,subscription,22,770,0,0,1,0,0,1,1,1
TXN101357,104.01,product_unacceptable,electronics,91,2184,0,3,1,1,0,1,1,1
TXN101358,166.38,duplicate_charge,subscription,67,946,1,4,1,1,0,1,1,1
TXN101359,140.08,fraud,general,84,2066,0,2,1,0,0,1,1,1
TXN101360,161.74,duplicate_charge,subscription,13,2036,0,0,0,1,0,1,1,0
TXN101361,310.92,product_not_received,general,55,2452,1,5,0,0,0,1,1,0
TXN101362,134.23,duplicate_charge,general,7,1271,0,5,1,1,0,1,0,1
TXN101363,59.96,fraud,electronics,39,2120,2,0,0,0,0,1,1,0
TXN101364,97.83,product_unacceptable,digital_goods,113,1048,2,2,0,0,1,1,1,0
TXN101365,134.45,product_unacceptable,subscription,87,1580,0,2,1,0,0,1,1,1
TXN101366,177.03,fraud,digital_goods,10,2027,0,0,0,1,0,1,1,1
TXN101367,83.74,fraud,subscription,44,355,1,2,1,1,0,1,1,1
TXN101368,91.27,fraud,subscription,104,143,0,3,0,1,0,1,1,1
TXN101369,181.61,product_not_received,general,21,412,2,4,1,1,0,1,1,1
TXN101370,186.06,fraud,apparel,91,1802,2,3,1,1,0,1,1,1
TXN101371,282.29,credit_not_processed,digital_goods,39,1184,1,3,0,1,0,1,0,0
TXN101372,96.88,product_not_received,electronics,57,700,1,1,0,0,0,1,1,1
TXN101373,220.82,subscription_cancelled,apparel,105,1919,2,3,1,0,0,1,1,1
TXN101374,140.28,credit_not_processed,apparel,81,37,1,3,1,1,0,0,1,1
TXN101375,107.98,fraud,digital_goods,34,433,0,2,0,1,0,1,1,1
TXN101376,143.67,duplicate_charge,digital_goods,2,1174,0,2,1,0,0,1,1,1
TXN101377,158.52,credit_not_processed,general,28,2288,0,2,0,1,0,1,1,1
TXN101378,54.54,duplicate_charge,subscription,50,1872,1,2,0,1,1,0,1,0
TXN101379,58.32,product_not_received,subscription,16,1709,0,2,1,0,0,1,1,1
TXN101380,241.62,product_not_received,electronics,105,1777,0,1,0,1,0,1,1,1
TXN101381,116.16,fraud,digital_goods,7,780,0,0,1,1,0,1,1,1
TXN101382,177.94,product_unacceptable,subscription,65,1119,0,2,1,0,0,1,1,0
TXN101383,236.81,credit_not_processed,apparel,117,2214,2,0,1,1,1,1,1,1
TXN101384,144.29,credit_not_processed,digital_goods,40,1823,1,4,0,0,1,1,1,0
TXN101385,223.58,fraud,subscription,64,1496,0,1,1,1,0,1,1,1
TXN101386,159.25,duplicate_charge,subscription,9,207,0,0,1,0,0,1,1,1
TXN101387,164.6,product_not_received,general,87,1832,1,1,0,0,0,1,1,1
TXN101388,327.74,credit_not_processed,digital_goods,117,914,0,2,0,1,0,0,1,1
TXN101389,133.15,fraud,digital_goods,92,963,0,1,1,0,0,1,1,1
TXN101390,243.49,credit_not_processed,digital_goods,18,1684,0,1,1,0,0,1,1,1
TXN101391,46.31,subscription_cancelled,subscription,42,983,0,2,0,0,1,1,1,0
TXN101392,173.47,fraud,digital_goods,87,1432,0,2,1,0,1,1,1,1
TXN101393,382.83,fraud,digital_goods,96,31,1,1,1,0,0,1,1,0
TXN101394,606.59,subscription_cancelled,apparel,49,462,0,2,0,0,0,0,1,0
TXN101395,48.46,fraud,digital_goods,115,1344,0,2,0,0,0,1,1,0
TXN101396,115.73,product_unacceptable,apparel,25,2394,0,1,0,0,0,1,1,0
TXN101397,69.66,credit_not_processed,travel,89,1901,1,2,1,1,0,1,1,1
TXN101398,137.06,product_unacceptable,general,60,1043,0,0,1,1,0,1,1,1
TXN101399,270.41,product_not_received,subscription,85,2422,2,3,0,1,1,0,1,0
TXN101400,335.47,product_unacceptable,digital_goods,71,688,0,0,1,0,0,1,1,1
TXN101401,342.59,fraud,general,52,2230,1,4,1,1,0,1,1,0
TXN101402,44.6,credit_not_processed,general,98,1008,1,2,1,0,1,1,1,0
TXN101403,156.07,product_not_received,digital_goods,101,217,1,0,0,1,0,1,1,1
TXN101404,95.35,fraud,subscription,98,6,0,3,0,0,0,0,1,0
TXN101405,131.27,product_not_received,digital_goods,11,2451,1,0,1,1,0,1,0,1
TXN101406,106.07,credit_not_processed,general,51,1605,0,2,0,1,0,1,0,1
TXN101407,46.69,fraud,digital_goods,90,373,0,0,0,1,0,0,1,0
TXN101408,337.62,credit_not_processed,apparel,104,2479,1,1,1,1,0,1,1,1
TXN101409,84.41,duplicate_charge,electronics,44,102,0,2,1,0,0,1,1,1
TXN101410,96.76,subscription_cancelled,general,89,836,0,1,1,0,0,0,1,1
TXN101411,384.33,credit_not_processed,apparel,68,1872,0,2,1,0,0,1,1,1
TXN101412,39.56,subscription_cancelled,subscription,27,133,1,0,1,0,0,1,1,1
TXN101413,204.65,credit_not_processed,electronics,107,2264,0,0,0,1,0,1,1,1
TXN101414,295.77,fraud,travel,53,1695,1,2,1,1,0,1,1,1
TXN101415,364.69,subscription_cancelled,digital_goods,72,2374,0,1,0,1,0,1,1,1
TXN101416,195.13,product_unacceptable,digital_goods,35,2093,0,2,1,1,0,1,1,1
TXN101417,246.5,product_unacceptable,apparel,4,2062,1,1,1,0,0,1,1,1
TXN101418,295.67,credit_not_processed,electronics,54,568,1,1,1,1,0,1,1,1
TXN101419,138.63,credit_not_processed,digital_goods,86,512,1,0,1,1,0,1,1,1
TXN101420,75.05,duplicate_charge,digital_goods,39,605,0,2,0,1,0,1,1,1
TXN101421,403.2,product_unacceptable,subscription,111,385,0,1,1,0,0,1,1,1
TXN101422,228.95,product_unacceptable,digital_goods,90,1660,0,2,0,0,0,1,1,0
